Pod,Season,Ep,Episode_ID,Film,Release_Date,Length,Length_minutes,Reviewer,Guest,MMM_Count,Thats_Great_Count,Notable_Moments,H_Flex,J_Flex,Kevs_Question,TildaH,TildaJason,TildaGuest,TildaCorey,Chuckle_Hut_Favorites,Show_Link,Artwork_Link,Letterboxd_Link,IMDB_Link
DP,6,133,133,Election (1999),44969,0.06572916666666667,"=G139/TIME(0,0,60)",Terence,Ben Fritz,32,11,N/A,N/A,"""I basically failed up my entire career""
Jason talks about mini-fridges in the White House EEOB and Sean Spicer stealing them from the Trump admin",What is the sequel that you most want at this moment? (Can't be Dune 2 or Tron 3),The Principal,Linda Novotny,Tammy's girlfriend (lisa),Linda Novotny,,https://open.spotify.com/episode/1ioKCn2ls0eplaqbiRR1tw?si=wGMET9enQBurufI76d1N4A,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1676038945539-af092b34c65d5.jpg,,https://www.imdb.com/title/tt0126886/?ref_=ext_shr_lnk
DP,6,134,134,GATTACA (1997),44976,0.07207175925925927,"=G140/TIME(0,0,60)",Space Monkey,Tom Coates,41,7,N/A,N/A,N/A,What kind of stuff (media) were you shown in school?,As Carl Sagan As Gore Vidal,Gore Vidal role,Jude Law role,Jerome,First episode I listened to - T,https://open.spotify.com/episode/5sZGp2KLiMzHEsVU5dCakw?si=vt3OS4FuTKOdQqglNSYm_w,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1676560163780-73cbd86647192.jpg,,https://www.imdb.com/title/tt0119177/?ref_=ext_shr_lnk
DP,6,135,135,The Long Kiss Goodnight (1996),44983,0.06590277777777778,"=G141/TIME(0,0,60)",Terence,Jonathan Tropper,27,5,"- Interview with Jonathan Tropper re: See and Banshee
- Silly reads a lullaby voicemail",N/A,N/A,What's the pop cultural thing that you're both glad you'll never have to deal with again?,The President,The Brian Cox character,Craig Bierko,Timothy she could also play the one-eyed jack guy . . .she could play all the villains,,https://open.spotify.com/episode/5sZGp2KLiMzHEsVU5dCakw?si=vt3OS4FuTKOdQqglNSYm_w,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1676062429082-83919e460a569.jpg,,https://www.imdb.com/title/tt0116908/?ref_=ext_shr_lnk
DP,6,136,136,The Running Man (1987),44990,0.07107638888888888,"=G142/TIME(0,0,60)",Terence,dale_a / Jonesy Loves Beer,23,3,"Art - John Entwistle/If Tilda plays Prof Sub Zero, that'll be her second time replacing an Asian character",N/A,N/A,"Haitch - Have you seen Fargo or not?
For Dale and Jason - What game shows did you watch growing up?
",Weiss,Professor Sub-Zero,"Mick Fleetwood - Jonesy and dale_a
",Dawson,,https://open.spotify.com/episode/4Hc9O1TgVEg3NIyBJuXLUO?si=x88L9d7DQd6I5Z6TtYFCYQ,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1677776053348-bfabd8ad7dd1d.jpg,,https://www.imdb.com/title/tt0093894/?ref_=ext_shr_lnk
DP,6,137,137,Aquaman (2018),44997,0.07577546296296296,"=G143/TIME(0,0,60)",Jeth,Rosie Knight,84,0,"- No Haitch Synopsis!?! (Guest synopsis by Rosie!). 
- Pod-First - First Truthsayer segment",N/A,N/A,What Dune spinoff movie would you make? What would it be like? ,Topo,Kraken ,Nuidis Vulko,"""Who cares?"" (Corey says someone but it's hard to hear. maybe he says Aquaman?)",,https://open.spotify.com/episode/0zLYGNIw2mluYhrDKRzP0O?si=iAcEfxDURnSHwStCa6zn7A,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1678369584977-b078028ffa4b2.jpg,,https://www.imdb.com/title/tt1477834/?ref_=ext_shr_lnk
DP,6,138,138,Arrival (2016) and Shadow & Bone (2023) Behind the Scenes with Eric Heisserer,45001,0.03940972222222222,"=G144/TIME(0,0,60)",Space Monkey,Eric Heisserer,42,0,N/A,N/A,N/A,N/A,CIA Guy,Heptapod,Heptapod,N/A,,https://open.spotify.com/episode/07guQjGFiBTj1ArNHEkZV4?si=gjWfgAbqRW2OFB3ORv-ykQ,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1678240542055-6f41d62d13596.jpg,,https://www.imdb.com/title/tt2403776/?ref_=ext_shr_lnk
DP,6,139,139,Train to Busan (2016),45004,0.06935185185185185,"=G145/TIME(0,0,60)",Space Monkey,Joanna Robinson,36,0,"H talked to Tilda, clip played here",N/A,N/A,How often do you use the train?,Unhoused Gentleman,COO,COO,COO,,https://open.spotify.com/episode/2FOiyeEPtcpSEtAmXBHhVC?si=KjnjJZ8AQHG7ABrFYwLHJg,https://d2a9bkgsuxmqe2.cloudfront.net/production/podcast_uploaded_episode400/5864738/5864738-1679098645660-21518c622ed5a.jpg,,https://www.imdb.com/title/tt5700672/?ref_=ext_shr_lnk
DP,6,140,140,Close Encounters of the Third Kind (1977),45011,0.08777777777777777,"=G146/TIME(0,0,60)",Space Monkey,ctcher,45,4,"- DISNEY_EXEC joins the Discord
- First secret Disney drop
- Jason sings Wichita Lineman",Haitch says his friends in school called him Robert Downey Jr. ,N/A,"Did you play with your food as a kid? Do your kids play with theirs, and if so, how do you deal with that? ",Whistling Creeper,Lady Who Gets A Face Full Of Cards in the alien flyby scene,Truffaut/Alien,The French Dude (Truffaut),,https://open.spotify.com/episode/48C35WJkdTAtQWDr4qeaMl?si=ErhACYt0T2uRs22gDSilXA,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1679618951536-23cb6bc09789f.jpg,,https://www.imdb.com/title/tt0075860/?ref_=ext_shr_lnk
DP,6,141,141,The Matrix (1999),45018,0.08958333333333333,"=G147/TIME(0,0,60)",Hex,Hoon Lee,101,6,did not walk through the movie because Hoon is in charge. (H was so brave).,N/A,N/A,what food could the Agents bribe you with?,Morpheus ,Morpheus ,Neo,Morpheus ,The indomitable Hoon Lee - Hex,https://open.spotify.com/episode/4m66qoyqatxvu1OjKGuiXu?si=_XS7NcEOQfe_6ahFv1owlg,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1680201556638-d80d541c9e732.jpg,,https://www.imdb.com/title/tt0133093/?ref_=ext_shr_lnk
DP,6,142,142,Rollerball (1975),45025,0.05425925925925926,"=G148/TIME(0,0,60)",Space Monkey,Slim,37,1,N/A,N/A,N/A,"If you could make a major change in one sport, what would it be?",Cleetus,The Stat Freak Director,Hausman,Moonpie,,https://open.spotify.com/episode/6MMc2p3grMhdn4CldEAo9n?si=DmAJlgW9QTGwjpoxrZo0CQ,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1680710176293-0c1494fd9f7a8.jpg,,https://www.imdb.com/title/tt0073631/?ref_=ext_shr_lnk
DP,6,143,143,Demolition Man (1993),45032,0.060069444444444446,"=G149/TIME(0,0,60)",Terence ,Mikey P,19,2,"- Pod-First - First announcement of the AskDune! Bot
- birria uses AskDune to ask about the Hunka Chunka",N/A,N/A,What nicknames have you had? What is the origin of Goldtoe? Why do we call Haitch Haitch and not Mr. Mainland,N/A,The Warden,The Dennis Leary part,Sly's role,,https://open.spotify.com/episode/0cFz3luItSFw7wZcAzlL97?si=Xumx36fRSgqwBKnPuoeykw,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1680790228123-b89cc282652c6.jpg,,https://www.imdb.com/title/tt0106697/?ref_=ext_shr_lnk
DP,6,144,144,Game Night (2018),45039,0.058611111111111114,"=G150/TIME(0,0,60)",Space Monkey,ctcher / Sophie Shin,32,0,N/A,N/A,n/a,"Have you ever cheated on a game, and if so, what and when?",Chelsea Peretti role,N/A,Sophie: Michael ctcher: Kyle Chandler role,Brooke,,https://open.spotify.com/episode/1fG1dGiIBXM6bA7ZooDe2S?si=_3EbFLc1R_u4w2uRIGzo6A,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1682008160887-e0bf57d644eb9.jpg,,https://www.imdb.com/title/tt2704998/?ref_=ext_shr_lnk
DP,6,145,145,Invasion of the Body Snatchers (1978),45046,0.07337962962962963,"=G151/TIME(0,0,60)",Hex,Lorelei David,28,6,Jason Sings - intentionally singing Tuppence a Bag poorly,N/A,N/A,What movie from the Dune Pod set list would you remake?,Jack,Kibner,Kibner,Homeless Banjo player,,https://open.spotify.com/episode/4eGVNiwU99dQGaP1TriVzJ?si=Bh_gI8K9Tn-wXk25CotM1A,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1682614552479-b1fd26515af3.jpg,,https://www.imdb.com/title/tt0077745/?ref_=ext_shr_lnk
DP,6,BONUS,145b1,BONUS: Emergency Dune Part Two Trailer Reactions (2023),45049,0.01659722222222222,"=G152/TIME(0,0,60)",Space Monkey,None,8,0,N/A,N/A,N/A,n/a,n/a,N/A,N/A,N/A,,https://open.spotify.com/episode/157n8A4A1FLdx7wlqGlbl1?si=b54_YgHxQUSZS9ikbFsSuA,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1683174170729-dc68d4066a901.jpg,,https://www.imdb.com/title/tt15239678/?ref_=ext_shr_lnk
DP,6,146,146,The Harder They Come (1972),45053,0.06126157407407407,"=G153/TIME(0,0,60)",Terence,Boom,15,3,"- Announced ""Episode 150 is the final episode of Dune Pod .. . episode 151 we will be going by our new name . . . ESCAPE HATCH""
- Silly in chat says ""the Favorite"" as fall from grace movie, Birria says ""Anakin Skywalker""",N/A,N/A,If you could turn any previously covered Dune Pod movie into a musical - what would it be and why?,The smooth talking DJ,preacher,Mr. Hilton,no one . . .she's sitting this one out,,https://open.spotify.com/episode/76OqRgmLALRw9t4kEqhwiJ?si=dr7JWi47Sbqhke3ttTHn5g,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1683201602962-a72868a8a16d6.jpg,,https://www.imdb.com/title/tt0070155/?ref_=ext_shr_lnk
DP,6,BONUS,146b1,BONUS: Silo Episodes 1 & 2 (2023),45055,0.03224537037037037,"=G154/TIME(0,0,60)",Space Monkey,None,17,3,"Jason Sings - ""Silo when I was young...I used to call your name..."" ""Shilo,"" Neil Diamond.",N/A,N/A,n/a,Bernard,Doctor,N/A,N/A,,https://open.spotify.com/episode/3XKbiVx7BC3KBFm4b2HGnA?si=ip-KXaBSRjC-d3Z1alqbFQ,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1683658493431-7c17ccfef2b6e.jpg,,https://www.imdb.com/title/tt14688458/?ref_=ext_shr_lnk
DP,6,147,147,Popeye (1980),45060,0.06778935185185185,"=G155/TIME(0,0,60)",Hex,Dave Itzkoff,19,0,N/A,Paul Smith (Bluto/the Beast Rabban) was H's dad's college roommate ,N/A,what contemporary musician could write better songs for Popeye?,the Commodore ,the Commodore ,Popeye,Bear the hermit,,https://open.spotify.com/episode/4t2Q1D2419J0LLUnaS30zc?si=lsUwhUe6TCeqrAKPO1tGHw,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1683853402619-cd46f064d8716.jpg,,https://www.imdb.com/title/tt0081353/?ref_=ext_shr_lnk
DP,6,BONUS,147b1,BONUS: Silo Hugh Howey Interview & Episode 3 (2023),45062,0.04123842592592593,"=G156/TIME(0,0,60)",Space Monkey,Hugh Howey,40,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://open.spotify.com/episode/3OzOsy53WlgVB6tvPGcH4l?si=pHgt-pKiRI6uEjVTT2ydlg,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1684215203068-b0ee4f3972392.jpg,,https://www.imdb.com/title/tt14688458/?ref_=ext_shr_lnk
DP,6,148,148,The Hudsucker Proxy (1994),45067,0.07399305555555556,"=G157/TIME(0,0,60)",Space Monkey,Steve Yuhan,51,4,N/A,Skywalker Ranch,N/A,What's your idea for an invention?,Moses,Editor,Musburger,Bud,,https://open.spotify.com/episode/5qe91n8j5c2rQKk7lK4AFV?si=FnbJh7lISVWiAIZjGi76BQ,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1684427467528-c6cd286454008.jpg,,https://www.imdb.com/title/tt0110074/?ref_=ext_shr_lnk
DP,6,149,149,Boyz n the Hood (1991),45074,0.06982638888888888,"=G158/TIME(0,0,60)",Space Monkey,Jeremiah Gordon,67,3,N/A,N/A,N/A,"If you could make a film based on your life, what would it be?",No comment,The Teacher,Waitress,White Officer,,https://open.spotify.com/episode/4MMIzCym89PngEtSU7ov5D?si=5RAzbNtjRCam5X_G06R7Zw,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1684877791015-a3263a5a3a8ab.jpg,,https://www.imdb.com/title/tt0101507/?ref_=ext_shr_lnk
DP,6,150,150,Brazil (1985),45081,0.07844907407407407,"=G159/TIME(0,0,60)",Hex,Greg Yaitanes,42,6,Last episode of Dune Pod,N/A,N/A,what episode would you do a redux on?,Dr. Jaffe,Helpman/or someone in a Babyface mask,Tuttle,Bob Hoskins,,https://open.spotify.com/episode/7gnPHGWA66fDBuYy8031qY?si=OpdrZPSBT764M3JjA7ebvQ,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1685557904989-d23b039209825.jpg,,https://www.imdb.com/title/tt0088846/?ref_=ext_shr_lnk
EH,7,151,151,Back to the Future (1985),45100,0.0876736111111111,"=G160/TIME(0,0,60)",Terence,Tom Coates,35,5,"- Pod-First - First episode of Escape Hatch
- Jason Sings - ""Unchained Melody - From Ghost and the jazz theme from the Enchantment Under the Sea Dance""
- First announcement of Escape Hatch Patreon
- Special shout-out to the Special Sayyadina in the discord and Pat","Kev's question ""Hex answered it for me: River Phoenix""",N/A,Have you ever had a friend in your life whose existence is half as strange as Doc and Marty's?,"Huey Lewis - both ""You're too darn loud"" and she has to record both songs",Principal Strickland,Doc Brown,Principal Strickland - real bald,,https://www.patreon.com/posts/back-to-future-84990598?utm_medium=clipboard_copy&utm_source=copyLink&utm_campaign=postshare_fan&utm_content=join_link,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1687530849838-b8a1f02806c4.jpg,,https://www.imdb.com/title/tt0088763/?ref_=ext_shr_lnk
EH,7,152,152,The Fugitive (1993),45109,0.07497685185185185,"=G161/TIME(0,0,60)",Space Monkey,ctcher / Jonesy Loves Beer,52,0,No Jason,N/A,N/A,Is there a forgotten tv show that you think would make a movie as great as The fugitive?,Cosmo,N/A,ctcher: The Wife Jonesy: Newman,"Tommy Lee Jones role (All Tommy Lee Jones roles, ever)",,https://www.patreon.com/posts/fugitive-1993-85313781?utm_medium=clipboard_copy&utm_source=copyLink&utm_campaign=postshare_fan&utm_content=join_link,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1687983705312-27a7caf86a859.jpg,,https://www.imdb.com/title/tt0106977/?ref_=ext_shr_lnk
EH,7,153,153,Heavy Metal (1981),45116,0.057604166666666665,"=G162/TIME(0,0,60)",Space Monkey,ctcher / Brian Moseley,22,0,No Jason,N/A,N/A,Was there ever a non-porn holy grail movie or media that you hid from your parents?,Den and Dan,N/A,Brian: Harry ctcher: Cpt Stern,The Loknar,,https://www.patreon.com/posts/heavy-metal-1981-85624605?utm_medium=clipboard_copy&utm_source=copyLink&utm_campaign=postshare_fan&utm_content=join_link,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1688565019060-21aa0ec93b428.jpg,,https://www.imdb.com/title/tt0082509/?ref_=ext_shr_lnk
EH,7,154,154,Star Trek II: The Wrath of Khan (1982),45123,0.09445601851851852,"=G163/TIME(0,0,60)",Space Monkey,Ryan Condal / Dave Mandel,82,1,"At timestamp 11:00, the birth of CurlyAllie's daughter, Alia, is announced by Haitch. ",N/A,N/A,What's the biggest glow up from the original to sequel?,Kirk,Khan,Dave: Spock Ryan: Ceti Alpha Eel,Saavik,,https://www.patreon.com/posts/star-trek-ii-of-85993575?utm_medium=clipboard_copy&utm_source=copyLink&utm_campaign=postshare_fan&utm_content=join_link,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1689182922874-45e0c2e4ede7b.jpg,,https://www.imdb.com/title/tt0084726/?ref_=ext_shr_lnk
EH,7,155,155,The Princess Bride (1987),45130,0.07146990740740741,"=G164/TIME(0,0,60)",Space Monkey,Veronica Belmont,42,2,N/A,N/A,N/A,What former episode of Dune Pod would you read to your kids as a bedtime story?,Vicinni,Both Miracle Max and his wife,The Albino,The Impressive Clergyman,,https://www.patreon.com/posts/princess-bride-86404372?utm_medium=clipboard_copy&utm_source=copyLink&utm_campaign=postshare_fan&utm_content=join_link,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1689881338975-ed6553eee027f.jpg,,https://www.imdb.com/title/tt0093779/?ref_=ext_shr_lnk
EH,7,156,156,Flight of the Navigator (1986),45137,0.07019675925925926,"=G165/TIME(0,0,60)",Space Monkey,Joanna Robinson / Dave Gonzalez,34,0,N/A,Lived on Intracoastal Waterway (setting of movie),N/A,"Have you ever seen a movie and you feel a lurch, like something absurd is going to happen? ",Sarah Jessica Parker role,Sex Worm,Joanna: Max Dave: Dr. Faraday,Never Seen It,,https://www.patreon.com/posts/flight-of-1986-86747139?utm_medium=clipboard_copy&utm_source=copyLink&utm_campaign=postshare_fan&utm_content=join_link,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1690470455414-1f6ee6141d95b.jpg,,https://www.imdb.com/title/tt0091059/?ref_=ext_shr_lnk
EH,7,157,157,The Bourne Identity (2002),45144,0.06822916666666666,"=G166/TIME(0,0,60)",Space Monkey,Devindra Hardawar,63,3,N/A,N/A,N/A,"Have you ever sworn that you've watched a movie, but watched it and haven't?",Marie,Italian Fisherman Surgeon,Assassin,Assassin who throws himself out of the window,,https://www.patreon.com/posts/bourne-identity-87203131?utm_medium=clipboard_copy&utm_source=copyLink&utm_campaign=postshare_fan&utm_content=join_link,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1691181384936-6d74f169fb064.jpg,,https://www.imdb.com/title/tt0258463/?ref_=ext_shr_lnk
EH,7,158,158,The NeverEnding Story (1984),45151,0.07207175925925927,"=G167/TIME(0,0,60)",Space Monkey,Meredith Borders,51,2,N/A,N/A,N/A,"Compare and contrast: The Neverending Story, The Princess Bride, and Labyrinth. Which do you think is the best, and why?",Falcor,Scientist/Empress,Artax,Falcor,,https://www.patreon.com/posts/neverending-1984-87447025?utm_medium=clipboard_copy&utm_source=copyLink&utm_campaign=postshare_fan&utm_content=join_link,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1691606183448-011f1568db90c.jpg,,https://www.imdb.com/title/tt0088323/?ref_=ext_shr_lnk
EH,7,159,159,Her (2013),45158,0.09310185185185185,"=G168/TIME(0,0,60)",Space Monkey,Ben Rhodes,48,2,Pod-First - Advent of Bog Pod sounder,N/A,N/A,"(ChatGPT) How does Spike Jonze's film ""Her"" challenge our perceptions of intimacy and relationships in a technologically advanced society? What commentary does it offer about the nature of human connection in an increasingly digital world?",Surrogate/Publisher,Surrogate ,Blind Date,Foul-Mouthed Gamer,,https://www.patreon.com/posts/her-2013-87793219?utm_medium=clipboard_copy&utm_source=copyLink&utm_campaign=postshare_fan&utm_content=join_link,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1692203846888-93721aadec552.jpg,,https://www.imdb.com/title/tt1798709/?ref_=ext_shr_lnk
EH,7,160,160,Broken Arrow (1996),45165,0.05872685185185185,"=G169/TIME(0,0,60)",Space Monkey,ctcher / Jonesy Loves Beer,29,0,No Jason,From the place in Florida where Travolta used to fly,n/a,What's a time in your life when you were extremely unprepared?,Fuck this movie,N/A,Travolta role,Travolta role but playing as Travolta,,https://www.patreon.com/posts/her-2013-87793219?utm_medium=clipboard_copy&utm_source=copyLink&utm_campaign=postshare_fan&utm_content=join_link,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1692638029976-7ab681e719a4.jpg,,https://www.imdb.com/title/tt0115759/?ref_=ext_shr_lnk
EH,7,BONUS,160b1,WGA - SAG-AFTRA Discussion with Patrick Somerville & Hoon Lee (2023),45170,0.07931712962962963,"=G170/TIME(0,0,60)",Space Monkey,Patrick Sommerville / Hoon Lee,63,0,No Jason,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,https://www.patreon.com/posts/wga-sag-aftra-88585977?utm_medium=clipboard_copy&utm_source=copyLink&utm_campaign=postshare_fan&utm_content=join_link,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1693547916032-6872b74c616e4.jpg
EH,7,161,161,Pulp Fiction (1994),45172,0.07950231481481482,"=G171/TIME(0,0,60)",Space Monkey,Peter Kafka,55,2,N/A,N/A,Did yoga w/Harvey Keitel,Is there an actor who's career you'd like to see revived by Dune?,Winston Wolf,Buddy Holly,Marcellus Wallace,Esmeralda villa Lobos,,https://www.patreon.com/posts/pulp-fiction-88508256?utm_medium=clipboard_copy&utm_source=copyLink&utm_campaign=postshare_fan&utm_content=join_link,https://d2a9bkgsuxmqe2.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1693433606651-f83d9d6fa19d8.jpg,,https://www.imdb.com/title/tt0110912/?ref_=ext_shr_lnk
